company,email,segment,role,city,cluster,hook,source_url,priority,status,round,last_sent,replied
Magna,dave.niemiec@magna.com,tier1,Head of Simulation,Auburn Hills,Automation Alley,可复现 CARLA 脚本便于在 Auburn Hills 做跨项目回归，统一 ADAS 验证基线,https://www.magna.com/zh/%E6%96%B0%E9%97%BB%E4%B8%AD%E5%BF%83/news-press-releases/release/2021/12/02/news-release---magna-secures-business-for-hybrid-dual-clutch-transmission-program,MED,contacted,1,2026-08-05T12:54:13.819863,
Magna,rej.husetovic@magna.com,tier1,ADAS Program Manager,Troy,Automation Alley,23 个安全关键场景可直接用于客户（OEM）验收前的内部 SOTIF 压力测试,https://magna.com/stories/news-press-release/2025/magna-to-showcase-its-vision-for-safer--smarter--greener-mobility-at-iaa-mobility-2025,MED,contacted,1,2026-08-05T12:54:14.674733,
Magna,nancy.hansford@magna.com,tier1,Communications & Safety Story Lead,Troy,Automation Alley,"可验证的场景数据强化对外""安全优先""叙事",https://www.nasdaq.com/press-release/magna-announces-strong-second-quarter-results-raises-outlook-2026-2026-07-31-0,MED,contacted,1,2026-08-05T12:54:15.662902,
Bosch,contact@us.bosch.com,tier1,ADAS V&V Manager,Farmington Hills,Detroit Metro,Bosch Mobility 的驾驶员辅助与 ADS 业务需要 UN-R157 合规场景，23 个 CARLA 边缘场景含遥测可直接入库,https://us.bosch-press.com/pressportal/us/en/imprint/provider.html,HIGH,contacted,1,2026-08-05T12:54:16.474022,
Bosch,tim.wieland@us.bosch.com,tier1,Functional Safety Lead,Farmington Hills,Detroit Metro,23 个含 ISO 21448 标注场景支撑 Bosch 跨 OEM 项目的 SOTIF 论证复用,https://www.bosch-press.it/pressportal/us/en/contact.html,HIGH,contacted,1,2026-08-05T12:54:18.406030,
Bosch,alissa.cleland@us.bosch.com,tier1,Head of Simulation,Farmington Hills,Detroit Metro,可复现脚本便于在 Farmington Hills 做确定性仿真，复现罕见传感器失效边缘,https://us.bosch-press.com/pressportal/us/en/imprint/provider.html,MED,contacted,1,2026-08-05T12:54:19.158968,
Bosch,megan.bonelli@us.bosch.com,tier1,Simulation Engineer,Farmington Hills,Detroit Metro,23 个 CARLA 场景可直接作为 Bosch 仿真回归集的补充资产,https://www.bosch.us/news-and-stories/,MED,contacted,1,2026-08-05T12:54:21.864079,
ZF,communications@zf.com,tier1,ADAS V&V Manager,Northville,Detroit Metro,ZF 的 ADAS 与自动驾驶单元需要边缘场景库，23 个含遥测的 CARLA 场景可补充 Northville 验证资产,https://www.zf.com/usa_canada/en/press/press.html,HIGH,contacted,1,2026-08-05T12:54:22.821064,
ZF,tony.sapienza@zf.com,tier1,Functional Safety Lead,Farmington Hills,Detroit Metro,23 个 ISO 21448 标注场景支撑 ZF 制动/转向安全案例的 SOTIF 论证,https://www.zf.com/site/locations/en/north_america/unitedstates_locations/united_states_zfworldwide.html,HIGH,contacted,1,2026-08-05T12:54:23.605289,
ZF,dawn.swindle@zf.com,tier1,Passive & Active Safety Engineer,Farmington Hills,Detroit Metro,含 UN-R157 触发条件的场景可验证 ZF 主被动安全协同的边界表现,https://www.zf.com/usa_canada/en/press/press.html,MED,contacted,1,2026-08-05T12:54:24.343725,
ZF,ashley.vanhorn@zf.com,tier1,Simulation Engineer,Northville,Detroit Metro,可复现 CARLA 脚本便于做确定性回归与 OEM 验收前内部压力测试,https://www.zf.com/usa_canada/en/press/press.html,MED,contacted,1,2026-08-05T12:54:25.116763,
ZF,matthew.charboneau@zf.com,tier1,ADAS Program Manager,Northville,Detroit Metro,23 个安全关键场景直接用于项目交付前的 SOTIF 压力测试,https://www.zf.com/usa_canada/en/press/press.html,MED,contacted,1,2026-08-05T12:54:25.852936,
Continental,mary.arraf@continental.com,tier1,ADAS V&V Manager,Auburn Hills,Automation Alley,Continental 的 ARTS 与雷达/摄像头融合需要边缘场景库，23 个 CARLA 场景含遥测可直接进 Auburn Hills 仿真集,https://www.businesswire.com/news/home/20250520171772/en/,HIGH,contacted,1,2026-08-05T12:54:26.589032,
Continental,christina.clarke@continental.com,tier1,Functional Safety Lead,Auburn Hills,Automation Alley,23 个 ISO 21448 标注场景支撑 Continental 跨 OEM ADAS 项目的 SOTIF 论证,https://www.continental.com/en/press/fairs-events/ces-2025/,HIGH,contacted,1,2026-08-05T12:54:27.494517,
Continental,brianna.blust@continental.com,tier1,Head of Simulation,Auburn Hills,Automation Alley,可复现脚本便于在本地做确定性仿真，复现罕见边缘触发,https://www.businesswire.com/news/home/20250520171772/en/,MED,contacted,1,2026-08-05T12:54:28.241886,
Continental,mary.arraf@continental-corporation.com,tier1,Simulation Engineer,Auburn Hills,Automation Alley,23 个 CARLA 场景作为 Continental 仿真回归集的补充资产,https://www.businesswire.com/news/home/20250520171772/en/,MED,contacted,1,2026-08-05T12:54:29.188959,
Aptiv,MediaRelations@aptiv.com,tier1,ADAS V&V Manager,Troy,Automation Alley,Aptiv 的卫星计算与主动安全需要 UN-R157 合规场景，23 个 CARLA 边缘场景含遥测可直接入库 Troy 仿真,http://www.aptiv.com/contact-us/media,HIGH,contacted,1,2026-08-05T12:54:30.260794,
Aptiv,Lisa.Scalzo@aptiv.com,tier1,Functional Safety Lead,Troy,Automation Alley,23 个含 ISO 21448 标注场景支撑 Aptiv 域控制器 SOTIF 论证,https://www.aptiv.com/en/newsroom/article/paul-meister-joins-aptiv-board-of-directors,HIGH,contacted,1,2026-08-06T12:22:19.016245,
Aptiv,elena.rosman@aptiv.com,tier1,VP Investor Relations (safety spend),Troy,Automation Alley,可量化的 SOTIF 验证资产有助于向投资人说明主动安全投入,https://www.aptiv.com/en/newsroom/article/paul-meister-joins-aptiv-board-of-directors,MED,contacted,1,2026-08-06T12:22:19.962377,
Aptiv,Ariel.Gavilan@aptiv.com,tier1,Head of Simulation,Troy,Automation Alley,可复现 CARLA 脚本便于在本地做确定性回归,http://www.aptiv.com/contact-us/media,MED,contacted,1,2026-08-06T12:22:20.785772,
Gentex,craig.piersma@gentex.com,tier1,ADAS V&V Manager,Zeeland,West Michigan,Gentex 的 DMS 与镜体摄像头需要边缘场景验证，23 个 CARLA 场景含遥测可补充 Zeeland 仿真资产,https://www.gentex.com/post/gentex-kicks-off-50th-anniversary-celebrations-returns-as-sponsor-of-the-michigan-international-auto-show,HIGH,contacted,1,2026-08-06T12:22:21.655233,
Gentex,josh.oberski@gentex.com,tier1,Functional Safety Lead,Zeeland,West Michigan,23 个含 ISO 21448 标注场景支撑 Gentex 视觉系统 SOTIF 论证,http://newsroom.gentex.com/,HIGH,contacted,1,2026-08-06T12:22:22.946642,
Gentex,hendrik.borgmeier@gentex.com,tier1,Head of Simulation,Zeeland,West Michigan,可复现 CARLA 脚本便于做确定性回归与 OEM 验收前内部压力测试,https://www.gentex.com/post/gentex-kicks-off-50th-anniversary-celebrations-returns-as-sponsor-of-the-michigan-international-auto-show,MED,contacted,1,2026-08-06T12:22:23.908140,
Gentex,ir@gentex.com,tier1,Investor Relations (safety),Zeeland,West Michigan,可量化 SOTIF 验证资产有助于投资人沟通,http://newsroom.gentex.com/,MED,pending,0,,
FORVIA HELLA,info-usa.hella@forvia.com,tier1,ADAS V&V Manager,Northville,Detroit Metro,HELLA 的雷达与照明 ADAS 需要边缘场景库，23 个 CARLA 场景含遥测可直接进 Northville 仿真集,https://www.hella.com/us/Company-226/,HIGH,pending,0,,
FORVIA HELLA,daniel.morfeld@forvia.com,tier1,Functional Safety Lead,Northville,Detroit Metro,23 个含 ISO 21448 标注场景支撑 HELLA 传感器 SOTIF 论证,https://hella.com/hella-com/en/Company-30.html,HIGH,pending,0,,
Autoliv,media@autoliv.com,tier1,ADAS V&V Manager,Auburn Hills,Detroit Metro,Autoliv 的约束系统与主动安全需要边缘触发场景，23 个 CARLA 场景含遥测可补充 Auburn Hills 验证资产,https://www.autoliv.com/news-and-media/press-contacts,HIGH,pending,0,,
Autoliv,gabriella.etemad@autoliv.com,tier1,Functional Safety Lead,Auburn Hills,Detroit Metro,23 个含 UN-R157 标注场景支撑 Autoliv 主被动安全协同的 SOTIF 论证,https://www.autoliv.com/sites/autoliv/files/pr/202502199816-3.pdf,HIGH,pending,0,,
Autoliv,ir@autoliv.com,tier1,Investor Relations (safety),Auburn Hills,Detroit Metro,可量化验证资产有助于投资人安全叙事,https://www.autoliv.com/news-and-media/press-contacts,MED,pending,0,,
Visteon,Media@Visteon.com,tier1,ADAS V&V Manager,Van Buren Township,Detroit Metro,Visteon 的数字座舱与 ADAS 域控需要边缘场景库，23 个 CARLA 场景含遥测可直接进本地仿真,https://investors.visteon.com/investors/investor-news/news-details/2026/Visteon-to-Host-Investor-Day-on-June-25-2026/default.aspx,HIGH,pending,0,,
Visteon,Investor@visteon.com,tier1,Functional Safety Lead,Van Buren Township,Detroit Metro,23 个含 ISO 21448 标注场景支撑 Visteon 域控 SOTIF 论证,https://investors.visteon.com/investors/shareholder-resources/investor-contact/default.aspx,HIGH,pending,0,,
Nissan,Jay.Cooney@nissan-usa.com,oem,ADAS V&V Manager,Farmington Hills,Detroit Metro,Nissan 北美技术中心的 ProPILOT 验证需要 UN-R157 合规场景，23 个 CARLA 边缘场景含遥测可直接入库,https://usa.nissannews.com/en-US/contacts,HIGH,pending,0,,
Nissan,Ashli.Bobo@nissan-usa.com,oem,Functional Safety Lead,Farmington Hills,Detroit Metro,23 个含 ISO 21448 标注场景支撑 Nissan 北美 SOTIF 论证,https://usa.nissannews.com/en-US/contacts,HIGH,pending,0,,
HATCI,Communications@hatci.com,oem,ADAS V&V Manager,Superior Township,Ann Arbor,HATCI 的 ADAS/自动驾驶研发需要边缘场景库，23 个 CARLA 场景含遥测可直接进 Ann Arbor 仿真集,https://www.hatci.com/contact/,HIGH,pending,0,,
HATCI,jcherry@hatci.com,oem,Functional Safety Lead,Superior Township,Ann Arbor,23 个含 ISO 21448 标注场景支撑现代北美 SOTIF 论证,https://www.hatci.com/contact/,HIGH,pending,0,,
Valeo,press-contact.mailbox@valeo.com,tier1,ADAS V&V Manager,Troy,Automation Alley,Valeo 的下一代雷达与泊车 ADAS 需要边缘场景库，23 个 CARLA 场景含遥测可直接进 Troy 仿真集,https://www.valeo.com/en/valeo-secures-contract-for-next-generation-radar-technology-with-north-american-oem,HIGH,pending,0,,
Valeo,valeo.corporateaccess.mailbox@valeo.com,tier1,Functional Safety Lead,Troy,Automation Alley,23 个含 UN-R157 标注场景支撑 Valeo 传感器 SOTIF 论证,https://www.valeo.com/en/valeo-secures-contract-for-next-generation-radar-technology-with-north-american-oem,MED,pending,0,,
Luminar,Press@luminartech.com,tier1,ADAS V&V Manager,Detroit,Detroit Metro,Luminar 的激光雷达与主动安全需要边缘触发场景，23 个 CARLA 场景含遥测可补充 Detroit 验证资产,https://investors.luminartech.com/sec-filings/all-sec-filings/content/0001628280-25-014115/q42024earningsrelease991.htm,HIGH,pending,0,,
Luminar,marketing@luminartech.com,tier1,Functional Safety Lead,Detroit,Detroit Metro,23 个含 ISO 21448 标注场景支撑 Luminar 与 OEM 联调的 SOTIF 论证,https://luminartech.com,MED,pending,0,,
Rivian,media@rivian.com,oem,ADAS V&V Manager,Plymouth,Detroit Metro,Rivian 的 Gen-2 ADAS 栈需要 UN-R157 合规场景，23 个 CARLA 边缘场景含遥测可直接进密歇根验证资产,https://rivian.com/en-BE/newsroom/article/media-advisory-rivian-to-host-ai-and-autonomy-day-on-december-11,HIGH,pending,0,,
Rivian,ir@rivian.com,oem,Functional Safety Lead,Plymouth,Detroit Metro,23 个含 ISO 21448 标注场景支撑 Rivian 自动驾驶安全论证,https://rivian.com/fr-BE/newsroom/article/mercedes-benz-vans-and-rivian-move-to-partner-on-electric-van-production,MED,pending,0,,
Mobileye,investors@mobileye.com,tier1,ADAS V&V Manager,Detroit,Detroit Metro,Mobileye 的 SuperVision/Chauffeur 需要大量边缘触发场景，23 个 CARLA 场景含遥测可直接进其验证资产,https://ir.mobileye.com/news-releases/news-release-details/mobileye-announces-participation-upcoming-second-quarter-2026,HIGH,pending,0,,
Mobileye,justin.hyde@mobileye.com,tier1,Functional Safety Lead,Detroit,Detroit Metro,23 个含 UN-R157 标注场景支撑 Mobileye 与 OEM 联调的 SOTIF 论证,https://www.mobileye.com/news/mobileye-announces-ces-2026-press-conference,HIGH,pending,0,,
Toyota Research Institute,contact@tri.global,oem,ADAS V&V Manager,Los Altos,US-West (non-MI),TRI 的自动驾驶安全研究需要边缘场景库，23 个 CARLA 场景含遥测与 ISO 21448 标注可直接进其仿真研究,https://www.tri.global/privacy-policy/,HIGH,pending,0,,
Toyota Research Institute,privacy@tri.global,oem,Functional Safety Researcher,Los Altos,US-West (non-MI),23 个含 SOTIF 标注场景支撑 TRI 未知不安全场景研究方法学,https://www.tri.global/privacy-policy/,MED,pending,0,,
Vector,sales@us.vector.com,sim,US Sales Team,San Mateo CA / Novi MI / East Greenwich RI,Bay Area / Michigan / Northeast,Complementary to CARLA -- offer our 23 SOTIF-annotated edge scenarios with telemetry CSV + reproducible scripts as a validation library for Vector CANoe/CANalyzer and vTESTstudio users building ISO 21448 arguments.,https://www.vector.com/us/en/company/contact/,HIGH,pending,0,,
Vector,support@us.vector.com,sim,Technical Support (US),San Mateo CA / Novi MI / East Greenwich RI,Bay Area / Michigan / Northeast,Vector support engineers field ISO 26262/21448 questions; route safety-conscious customers to our edge-case scenario packs.,https://www.vector.com/us/en/company/contact/,MED,pending,0,,
Vector,training@us.vector.com,sim,Training Academy (US),San Mateo CA / Novi MI / East Greenwich RI,Bay Area / Michigan / Northeast,Vector training academy teaches AUTOSAR/simulation; co-branded module on SOTIF edge-case validation using our 23 CARLA scenarios.,https://www.vector.com/us/en/company/contact/,MED,pending,0,,
Applied Intuition,press@applied.co,sim,Press / Communications,Sunnyvale CA,Bay Area,Co-sell: our 23 reproducible CARLA edge scenarios + telemetry accelerate validation on Applied's simulation stack; offer as a curated SOTIF edge-case library for their automotive customers.,https://www.appliedintuition.com/press-releases/av-applied-intuition-advance-uncrewed-teaming,HIGH,pending,0,,
Wind River,salesinquiry@windriver.com,sim,Sales Inquiries,Walnut Creek CA,Bay Area,Edge-case telemetry + ISO 21448 annotations strengthen edge-to-cloud safety cases on VxWorks/Wind River Linux; co-sell into AV compute safety programs.,https://www.windriver.com/company/contact,HIGH,pending,0,,
Wind River,inquiries@windriver.com,sim,General Inquiries,Walnut Creek CA,Bay Area,General inbound -- route to automotive/AV safety team for co-sell of SOTIF edge-case scenario packs.,https://www.windriver.com/company/contact,MED,pending,0,,
Lattice,sales@latticesemi.com,sim,Sales Team,Hillsboro OR,Oregon / US West,Low-latency FPGA edge inference meets our safety-critical edge scenarios -- co-sell scenario packs validating Lattice automotive FPGA perception under ISO 21448.,https://www.latticesemi.com/en/About/ContactUs,HIGH,pending,0,,
Lattice,custreq@latticesemi.com,sim,Customer Requirements / Compliance,Hillsboro OR,Oregon / US West,Lattice compliance team can adopt our UN-R157/SOTIF-annotated scenarios as reference validation material for automotive FPGA customers.,https://www.latticesemi.com/en/About/ContactUs,MED,pending,0,,
Synopsys,pete.smith@synopsys.com,sim,Media Relations (PR),Sunnyvale CA,Bay Area,Complementary: our CARLA telemetry + SOTIF annotations feed Synopsys verification/AV validation flows; co-market edge-case coverage for silicon-to-system safety.,https://news.synopsys.com/2026-07-27-Synopsys-Advances-Agentic-AI-Chip-Design-with-AMD-and-Microsoft,HIGH,contacted,1,2026-08-06T12:22:30,
Synopsys,kelliw@synopsys.com,sim,Corporate PR,Sunnyvale CA,Bay Area,Media reach-out -- pitch joint story on edge-case validation for autonomous systems using our 23 SOTIF scenarios.,https://news.synopsys.com/2026-07-27-Synopsys-Advances-Agentic-AI-Chip-Design-with-AMD-and-Microsoft,MED,contacted,1,2026-08-06T12:22:30,
Synopsys,corp-pr@synopsys.com,sim,Corporate Communications,Sunnyvale CA,Bay Area,Corporate comms -- channel to automotive/AV safety product leads for co-sell of edge-case scenario libraries.,https://news.synopsys.com/2026-07-27-Synopsys-Advances-Agentic-AI-Chip-Design-with-AMD-and-Microsoft,HIGH,contacted,1,2026-08-06T12:22:30,
AVL,press@avl.com,sim,Press & Media,Ann Arbor MI / Lake Forest CA,Michigan / SOCal,AVL simulation & test suites gain a ready-made 23-scenario SOTIF edge-case library with telemetry; co-sell validation packages.,https://www.avl.com/en/contact,MED,contacted,1,2026-08-06T12:22:30,
AVL,MTI.Sales@avl.com,sim,Simulation Sales (Mobility Tech Intl),Ann Arbor MI / Lake Forest CA,Michigan / SOCal,Direct sim-tooling sales contact -- co-sell our CARLA edge-case scenarios into AVL's automotive simulation accounts.,https://www.avl.com/en/contact,HIGH,contacted,1,2026-08-06T12:22:30,
AVL,security@avl.com,sim,Product Security (PSIRT),Ann Arbor MI / Lake Forest CA,Michigan / SOCal,AVL product security can use our SOTIF-annotated edge scenarios to stress safety-validation pipelines.,https://www.avl.com/en/contact,LOW,contacted,1,2026-08-06T12:22:30,
ETAS,sales.us@etas.com,sim,Sales US (ETAS Inc.),Plymouth MI,Michigan / Detroit,Complement ETAS vehicle software with ISO 21448 edge-case scenarios validating sensor fusion/actuation safety; co-sell to OEM/Tier-1 accounts.,https://www.etas.com/ww/en/contact/etas-in-the-united-states/,HIGH,contacted,1,2026-08-06T12:22:30,
Deepen.ai,info@deepen.ai,sim,Info / Business Inquiry,Bay Area CA,Bay Area,Directly complementary -- our SOTIF-annotated CARLA scenarios extend Deepen's synthetic-data/sim pipelines; co-sell edge-case libraries.,https://www.deepen.ai/contact-us,HIGH,contacted,1,2026-08-06T12:22:30,
Waymo,press@waymo.com,av_operator,Press / Media,Mountain View CA / Phoenix / LA,Bay Area / Southwest,Independent 23-scenario SOTIF edge-case benchmark to stress-test and document the Waymo Driver's long-tail handling; co-sell/reference validation dataset.,https://waymo.com/press/,MED,contacted,1,2026-08-06T12:22:30,
Aurora,press@aurora.tech,av_operator,Media Relations,Pittsburgh PA,Pittsburgh,Edge-case scenario library (telemetry + ISO 21448 annotations) augments Aurora's safety-case evidence for driverless freight; partnership/validation opportunity.,https://ir.aurora.tech/news-events/press-releases/detail/144/aurora-launches-second-generation-driverless-trucks-in-u-s-to-meet-customer-demand,MED,contacted,1,2026-08-06T12:22:30,
Aurora,ir@aurora.tech,av_operator,Investor Relations,Pittsburgh PA,Pittsburgh,IR can surface our SOTIF edge-case validation dataset as a differentiator in Aurora's safety narrative to investors.,https://ir.aurora.tech/news-events/press-releases/detail/144/aurora-launches-second-generation-driverless-trucks-in-u-s-to-meet-customer-demand,MED,contacted,1,2026-08-06T12:22:30,
WeRide,pr@weride.ai,av_operator,PR Team,Silicon Valley CA,Bay Area,SOTIF-annotated edge scenarios bolster WeRide's global AV safety dossier (UN-R157) across US/intl deployments; co-sell validation data.,https://www.weride.ai/contact,MED,contacted,1,2026-08-06T12:22:30,
WeRide,contact@weride.ai,av_operator,General / Business Contact,Silicon Valley CA,Bay Area,Business contact -- pitch co-sell/licensing of our 23 reproducible CARLA edge scenarios for WeRide safety validation.,https://www.weride.ai/contact,HIGH,contacted,1,2026-08-06T12:22:30,
WeRide,hr@weride.ai,av_operator,HR / Talent,Silicon Valley CA,Bay Area,HR inbox -- low-fit; can forward to safety/validation hiring managers interested in edge-case tooling.,https://www.weride.ai/contact,LOW,contacted,1,2026-08-06T12:22:30,
Plus,ir@plus.ai,av_operator,Investor Relations,Cupertino CA,Bay Area,Edge-case telemetry library validates Plus's supervised-autonomy stack against ISO 21448 long-tail risks; co-sell safety-validation package.,https://www.plus.ai/news-and-insights/2026-03-16-nvidia-alpamayo,MED,contacted,1,2026-08-06T12:22:30,
Plus,pr@plus.ai,av_operator,Media Relations,Cupertino CA,Bay Area,Media contact -- pitch joint validation story using our 23 SOTIF edge scenarios with Plus's AV stack.,https://www.plus.ai/news-and-insights/2026-03-16-nvidia-alpamayo,MED,contacted,1,2026-08-06T12:22:30,
Nuro,press@nuro.ai,av_operator,Press / Media,South San Francisco CA,Bay Area,SOTIF edge-case scenario pack hardens Nuro's autonomous delivery safety case; co-sell/license validation dataset.,https://www.nuro.ai/press,MED,contacted,1,2026-08-06T12:22:30,
May Mobility,Media@MayMobility.com,av_operator,Media Relations,Ann Arbor MI,Michigan / Detroit,Our 23 MPDM-stressing edge scenarios + SOTIF annotations help May Mobility quantify edge-case coverage; co-sell validation library.,https://maymobility.com/posts/may-mobility-recognized-on-fast-companys-2026-list-of-the-worlds-most-innovative-companies/,MED,contacted,1,2026-08-06T12:22:30,
Kodiak,dan@kodiak.ai,av_operator,"VP, External Affairs",Mountain View CA,Bay Area,Edge-case CARLA scenarios with telemetry validate the Kodiak Driver's long-tail handling for trucking; co-sell safety-evidence package (External Affairs = partnerships).,https://kodiak.ai/news/bosch-kodiak-autonomous-trucking-hardware,HIGH,contacted,1,2026-08-06T12:22:30,
Kodiak,stacy.morris@futuristacommunications.com,av_operator,PR Agency (Kodiak media),Mountain View CA,Bay Area,Kodiak's official media agency -- use to place co-sell/safety-validation story.,https://kodiak.ai/news/bosch-kodiak-autonomous-trucking-hardware,LOW,contacted,1,2026-08-06T12:22:30,
Kodiak,Lauren@blueshirtgroup.com,av_operator,IR Agency (Kodiak investors),Mountain View CA,Bay Area,Kodiak's official IR agency -- surface SOTIF edge-case validation as investor-facing safety differentiator.,https://kodiak.ai/news/bosch-kodiak-autonomous-trucking-hardware,LOW,contacted,1,2026-08-06T12:22:30,
May Mobility,info@maymobility.com,av_operator,Head of AV Safety,"Ann Arbor, MI",Michigan/Ann Arbor,May 在 Ann Arbor、Peachtree Corners、Atlanta 的低速市区接驳 ODD 里最痛的就是路侧上下客——我们的 dooring 场景带逐帧遥测 CSV，可直接做 curbside stop 的回归基线，配 ISO 21448 标注挂进安全案例,https://maymobility.com/contact/,HIGH,contacted,1,2026-08-06T12:22:30,
Motional,partnerships@motional.com,av_operator,Simulation & Scenario Lead,"Boston, MA",Boston/Northeast,IONIQ 5 robotaxi 在 Las Vegas 夜间运营，night cut-in 与 occluded pedestrian 两组场景可复现脚本能补齐夜间回归集，遥测 CSV 直接对齐 UN-R157 触发条件,https://motional.com/contact-us,HIGH,contacted,1,2026-08-06T12:22:30,
Motional,press@motional.com,av_operator,Head of AV Safety Communications,"Boston, MA",Boston/Northeast,23 个带 ISO 21448/UN-R157 标注的边缘场景可作为对外安全叙事的可验证证据链，而不是只讲里程数,https://motional.com/contact-us,MED,contacted,1,2026-08-06T12:22:30,
Nuro,vulnerabilities@nuro.ai,av_operator,Safety & Security Disclosure Owner,"Mountain View, CA",Bay Area,该邮箱为官网明示的安全披露入口；边缘场景库可作为 SOTIF 侧「已知不安全触发条件」的补充输入,https://www.nuro.ai/contact,LOW,pending,0,,
Kodiak AI,sales@kodiak.ai,av_operator,Safety Validation Lead,"Mountain View, CA",Bay Area/Trucking,Kodiak Driver 已在德州做无人驾驶货运，highway night cut-in 场景带完整遥测，可直接对标 UN-R157 ALKS 切入条件做仿真回归，缩短 safety case 证据补齐时间,https://kodiak.ai/contact,HIGH,pending,0,,
Kodiak AI,contact@kodiak.ai,av_operator,Head of AV Safety,"Mountain View, CA",Bay Area/Trucking,23 个安全关键场景含 ISO 21448 标注，可挂进 Kodiak 的 safety case 作为 unknown-unsafe 场景覆盖证据,https://kodiak.ai/contact,HIGH,pending,0,,
